project_id,project_name,project_type,state,district,latitude,longitude,land_area_acres,affected_families,planned_duration_days,historical_district_delay_rate,historical_project_type_delay_rate,current_stage,notification_status,documentation_completion_pct,approval_delay_days,pending_approvals,compensation_approved_pct,compensation_paid_pct,compensation_pending_families,legal_disputes,average_dispute_age_days,ownership_conflicts,rr_progress_pct,rehabilitation_pending_families,possession_pct,stakeholder_response_days,department_backlog,current_elapsed_days,delayed,actual_delay_days,planned_completion_date,actual_completion_date
PRJ-0884,High-Speed Route-680 (Rajkot Segment),Highway,Gujarat,Rajkot,22.329758101572924,70.83927127686613,119.7,100,1010,0.29654473731747666,0.35,Objections / Legal Review,Completed,97.9,137.0,1,0.0,0.0,100,1,183.5,3,0.0,100,0.0,46.0,64,418,1,621.0,2025-07-28,2027-04-10
PRJ-0885,Smart City Node (Ahmedabad),Urban Development,Gujarat,Ahmedabad,23.016804037283517,72.57218645790577,434.5,270,609,0.3947411578889518,0.25,Objections / Legal Review,Completed,90.7,45.0,3,0.0,0.0,270,2,214.4,3,0.0,270,0.0,22.0,75,226,0,0.0,2024-06-14,2024-06-14
PRJ-0886,High-Speed Route-531 (Hubballi Segment),Highway,Karnataka,Hubballi,15.308618604151304,75.07231795136455,212.7,299,760,0.35990257265289516,0.35,Compensation Disbursement,Completed,95.3,142.0,0,97.0,12.1,262,1,154.4,1,0.0,299,0.0,51.0,3,509,1,393.0,2024-08-10,2025-09-07
PRJ-0887,Lift Irrigation - Surat,Irrigation,Gujarat,Surat,21.141108127077942,72.83636781048558,124.2,179,1037,0.20579754426081673,0.4,Notification,In Progress,25.1,42.0,0,0.0,0.0,179,2,35.5,0,0.0,179,0.0,22.0,48,227,1,607.0,2024-11-10,2026-07-10
PRJ-0888,Power/Grid Development Project - Mumbai,Power/Grid,Maharashtra,Mumbai,19.1047461378482,72.89030036736057,172.9,122,432,0.299816047538945,0.2,Rehabilitation & Resettlement,Completed,97.8,496.0,0,98.1,99.0,1,1,237.5,2,37.6,76,0.0,73.0,24,399,0,0.0,2023-09-28,2023-09-28
PRJ-0889,Lift Irrigation - Surat,Irrigation,Gujarat,Surat,21.157255342598415,72.78529888876038,635.7,1023,742,0.20579754426081673,0.4,Preliminary Identification,Pending,15.3,10.0,1,0.0,0.0,1023,2,363.6,3,0.0,1023,0.0,30.0,46,80,1,446.0,2024-03-10,2025-05-30
PRJ-0890,Tiruchirappalli Rail Link & Yard Expansion,Railway,Tamil Nadu,Tiruchirappalli,10.824192788186462,78.68835432619188,44.0,73,1246,0.3904460046972835,0.45,Possession,Completed,87.0,202.0,0,94.2,94.9,3,0,0.0,1,87.6,9,65.9,56.0,10,892,1,491.0,2024-06-18,2025-10-22
PRJ-0891,International Airport Runway Phase 1 - Surat,Airport,Gujarat,Surat,21.198526481737936,72.83265746102973,66.6,58,1344,0.20579754426081673,0.55,Notification,In Progress,23.0,1.0,0,0.0,0.0,58,0,0.0,1,0.0,58,0.0,21.0,2,247,1,522.0,2025-01-24,2026-06-30
PRJ-0892,Power/Grid Development Project - Hubballi,Power/Grid,Karnataka,Hubballi,15.393339446427419,75.17287474737431,676.8,613,716,0.35990257265289516,0.2,Compensation Disbursement,Completed,99.1,239.0,0,98.9,29.5,432,0,0.0,5,0.0,613,0.0,45.0,2,475,0,0.0,2023-01-10,2023-01-10
PRJ-0893,Industrial Corridor (Salem),Urban Development,Tamil Nadu,Salem,11.714823541926457,78.15021281360008,650.8,902,1077,0.4332290311184182,0.25,Preliminary Identification,Pending,10.5,5.0,3,0.0,0.0,902,0,0.0,2,0.0,902,0.0,18.0,36,131,1,465.0,2025-08-22,2026-11-30
PRJ-0894,Power/Grid Development Project - Nagpur,Power/Grid,Maharashtra,Nagpur,21.147181003771877,79.06008141586034,59.0,51,449,0.44279757672456205,0.2,Objections / Legal Review,Completed,98.8,60.0,2,0.0,0.0,51,2,240.9,5,0.0,51,0.0,22.0,4,176,1,358.0,2023-07-05,2024-06-27
PRJ-0895,Power/Grid Development Project - Pune,Power/Grid,Maharashtra,Pune,18.572695979783514,73.85165030006395,51.4,60,795,0.5302857225639664,0.2,Compensation Disbursement,Completed,95.8,115.0,0,92.6,77.7,13,0,0.0,2,0.0,60,0.0,64.0,25,602,1,409.0,2023-08-04,2024-09-16
PRJ-0896,Smart City Node (Lucknow),Industrial Area,Uttar Pradesh,Lucknow,26.802010948714482,80.93812458975519,129.3,165,1115,0.15823379771832097,0.3,Preliminary Identification,Pending,15.3,18.0,2,0.0,0.0,165,1,114.6,3,0.0,165,0.0,22.0,27,112,0,0.0,2025-06-02,2025-06-02
PRJ-0897,Power/Grid Development Project - Tiruchirappalli,Power/Grid,Tamil Nadu,Tiruchirappalli,10.745746390028561,78.70500380211085,30.2,39,474,0.3904460046972835,0.2,Objections / Legal Review,Completed,99.5,61.0,2,0.0,0.0,39,3,80.9,3,0.0,39,0.0,13.0,58,192,1,366.0,2024-03-20,2025-03-21
PRJ-0898,Industrial Corridor (Agra),Urban Development,Uttar Pradesh,Agra,27.184053061782745,77.98863069137923,232.8,283,1062,0.22272998688284024,0.25,Survey & Documentation,Completed,46.0,44.0,0,0.0,0.0,283,1,124.3,3,0.0,283,0.0,40.0,23,335,1,504.0,2025-08-06,2026-12-23
PRJ-0899,Canal Network - Chennai,Irrigation,Tamil Nadu,Chennai,13.031298073707779,80.323920424276,36.1,54,651,0.21239780813448106,0.4,Objections / Legal Review,Completed,90.5,14.0,1,0.0,0.0,54,3,73.6,0,0.0,54,0.0,30.0,23,260,1,324.0,2024-04-16,2025-03-06
PRJ-0900,Power/Grid Development Project - Chennai,Power/Grid,Tamil Nadu,Chennai,13.115502373618012,80.31136572966062,32.0,26,996,0.21239780813448106,0.2,Compensation Assessment,Completed,90.1,14.0,2,21.9,0.0,26,2,271.1,1,0.0,26,0.0,33.0,6,451,1,435.0,2024-09-17,2025-11-26
PRJ-0901,Hubballi Metro Phase 1 - Line B,Metro,Karnataka,Hubballi,15.348724207314346,75.15529972360233,152.8,133,1364,0.35990257265289516,0.5,Rehabilitation & Resettlement,Completed,95.8,7.0,0,95.1,87.2,17,2,235.9,4,70.8,38,0.0,31.0,42,948,0,0.0,2024-11-01,2024-11-01
PRJ-0902,International Airport Runway Phase 1 - Kanpur,Airport,Uttar Pradesh,Kanpur,26.448144747420304,80.29603001860873,653.0,690,224,0.5379639408647977,0.55,Notification,In Progress,8.8,88.0,2,0.0,0.0,690,1,86.8,1,0.0,690,0.0,56.0,3,47,1,311.0,2021-09-01,2022-07-09
PRJ-0903,Power/Grid Development Project - Hubballi,Power/Grid,Karnataka,Hubballi,15.319630805228865,75.10540610431865,131.3,197,978,0.35990257265289516,0.2,Notification,In Progress,24.3,202.0,2,0.0,0.0,197,1,92.5,3,0.0,197,0.0,52.0,42,246,1,583.0,2025-02-24,2026-09-30
PRJ-0904,International Airport Runway Phase 2 - Coimbatore,Airport,Tamil Nadu,Coimbatore,10.973306253377016,77.01559227714448,108.2,137,1059,0.1732334448672798,0.55,Objections / Legal Review,Completed,86.3,41.0,3,0.0,0.0,137,2,344.5,0,0.0,137,0.0,41.0,12,541,1,487.0,2024-03-24,2025-07-24
PRJ-0905,Nagpur Metro Phase 2 - Line A,Metro,Maharashtra,Nagpur,21.091702678827843,79.08113723192429,1258.6,1130,857,0.44279757672456205,0.5,Rehabilitation & Resettlement,Completed,89.3,249.0,0,90.5,86.4,153,1,344.6,0,66.4,379,0.0,44.0,71,685,0,0.0,2025-04-22,2025-04-22
PRJ-0906,Chennai Metro Phase 1 - Line C,Metro,Tamil Nadu,Chennai,13.076951222686848,80.2467758314298,171.8,313,386,0.21239780813448106,0.5,Rehabilitation & Resettlement,Completed,98.2,47.0,0,93.5,82.0,56,3,244.9,1,84.2,49,0.0,33.0,57,240,0,0.0,2022-12-24,2022-12-24
PRJ-0907,International Airport Runway Phase 2 - Mangaluru,Airport,Karnataka,Mangaluru,12.922662187884834,74.81399724289818,114.1,60,1311,0.3227780074568463,0.55,Compensation Assessment,Completed,93.2,274.0,0,64.3,0.0,60,2,300.8,1,0.0,60,0.0,69.0,5,793,1,577.0,2025-06-24,2027-01-22
PRJ-0908,Urban Route-256 (Kanpur Segment),Highway,Uttar Pradesh,Kanpur,26.483969485670467,80.31179372618972,117.5,64,1115,0.5379639408647977,0.35,Rehabilitation & Resettlement,Completed,99.3,17.0,0,95.6,97.7,1,0,0.0,1,75.4,15,0.0,31.0,62,990,0,0.0,2025-05-26,2025-05-26
PRJ-0909,Agra Rail Link & Yard Expansion,Railway,Uttar Pradesh,Agra,27.18766111077584,78.03397670832804,63.4,56,621,0.22272998688284024,0.45,Rehabilitation & Resettlement,Completed,88.3,64.0,0,92.2,99.5,0,1,339.3,1,28.3,40,0.0,42.0,76,387,0,0.0,2024-09-11,2024-09-11
PRJ-0910,Industrial Corridor (Belagavi),Industrial Area,Karnataka,Belagavi,15.89638505412282,74.53799449237425,163.6,106,1268,0.26649165607921677,0.3,Survey & Documentation,Completed,50.2,8.0,2,0.0,0.0,106,2,197.0,0,0.0,106,0.0,13.0,44,408,1,779.0,2024-08-15,2026-10-03
PRJ-0911,Dedicated Route-550 (Lucknow Segment),Highway,Uttar Pradesh,Lucknow,26.859697083372424,80.93280718164607,135.6,178,446,0.15823379771832097,0.35,Notification,In Progress,27.6,32.0,2,0.0,0.0,178,1,86.5,8,0.0,178,0.0,40.0,9,112,1,356.0,2022-05-19,2023-05-10
PRJ-0912,Rural Route-521 (Vadodara Segment),Highway,Gujarat,Vadodara,22.307584560408998,73.21344817520546,83.2,40,578,0.26685785941408724,0.35,Survey & Documentation,Completed,58.5,68.0,3,0.0,0.0,40,0,0.0,0,0.0,40,0.0,39.0,58,186,1,469.0,2023-04-26,2024-08-07
PRJ-0913,Reservoir Link - Nagpur,Irrigation,Maharashtra,Nagpur,21.19110546510714,79.0406538313812,55.0,44,403,0.44279757672456205,0.4,Survey & Documentation,Completed,60.0,6.0,3,0.0,0.0,44,0,0.0,2,0.0,44,0.0,34.0,42,124,0,0.0,2023-04-06,2023-04-06
PRJ-0914,SEZ Hub (Mumbai),Industrial Area,Maharashtra,Mumbai,19.06218275149917,72.91083399180962,94.6,69,844,0.299816047538945,0.3,Compensation Disbursement,Completed,85.2,85.0,0,98.5,7.1,64,2,124.6,1,0.0,69,0.0,33.0,58,535,1,563.0,2024-07-18,2026-02-01
PRJ-0915,Smart City Node (Nashik),Industrial Area,Maharashtra,Nashik,19.989298211511272,73.76966733168796,162.1,215,1114,0.2124074561769746,0.3,Compensation Assessment,Completed,98.4,98.0,0,36.7,0.0,215,3,198.0,1,0.0,215,0.0,49.0,53,588,1,574.0,2024-02-23,2025-09-19
PRJ-0916,High-Speed Route-59 (Agra Segment),Highway,Uttar Pradesh,Agra,27.166058723618793,78.02044136961436,32.0,57,1492,0.22272998688284024,0.35,Compensation Assessment,Completed,96.9,60.0,2,81.9,0.0,57,1,271.0,1,0.0,57,0.0,42.0,26,700,1,577.0,2026-04-16,2027-11-14
PRJ-0917,Power/Grid Development Project - Noida,Power/Grid,Uttar Pradesh,Noida,28.595476617296054,77.39015909149255,53.4,85,1488,0.4829770563201687,0.2,Notification,In Progress,7.6,7.0,2,0.0,0.0,85,1,233.1,3,0.0,85,0.0,46.0,38,289,0,0.0,2025-10-10,2025-10-10
PRJ-0918,Lift Irrigation - Coimbatore,Irrigation,Tamil Nadu,Coimbatore,10.981819336994512,76.91534158903349,610.0,302,1389,0.1732334448672798,0.4,Rehabilitation & Resettlement,Completed,88.4,48.0,0,99.6,96.9,9,1,170.3,5,22.4,234,0.0,31.0,27,1158,0,0.0,2025-09-04,2025-09-04
PRJ-0919,Lift Irrigation - Tiruchirappalli,Irrigation,Tamil Nadu,Tiruchirappalli,10.735581969697169,78.7117580681902,176.6,214,405,0.3904460046972835,0.4,Objections / Legal Review,Completed,85.1,0.0,0,0.0,0.0,214,3,133.1,1,0.0,214,0.0,28.0,9,166,1,292.0,2023-07-21,2024-05-08
PRJ-0920,Pune Metro Phase 2 - Line A,Metro,Maharashtra,Pune,18.52574865097866,73.82132807121364,33.1,24,379,0.5302857225639664,0.5,Objections / Legal Review,Completed,87.8,50.0,3,0.0,0.0,24,2,139.7,2,0.0,24,0.0,45.0,75,142,1,307.0,2023-07-27,2024-05-29
PRJ-0921,Tech Park Site (Gandhinagar),Urban Development,Gujarat,Gandhinagar,23.239039528774306,72.66583284499556,256.2,194,683,0.33242799368681436,0.25,Possession,Completed,88.2,77.0,0,93.3,95.7,8,4,124.6,0,96.2,7,38.7,48.0,26,553,0,0.0,2023-02-04,2023-02-04
PRJ-0922,Smart City Node (Coimbatore),Industrial Area,Tamil Nadu,Coimbatore,10.987891784645853,76.93709197168357,32.8,56,190,0.1732334448672798,0.3,Survey & Documentation,Completed,75.9,78.0,1,0.0,0.0,56,1,321.8,0,0.0,56,0.0,63.0,50,70,1,307.0,2022-10-02,2023-08-05
PRJ-0923,Urban Route-62 (Tiruchirappalli Segment),Highway,Tamil Nadu,Tiruchirappalli,10.84935660068167,78.6896117361421,288.6,288,1088,0.3904460046972835,0.35,Objections / Legal Review,Completed,87.6,2.0,3,0.0,0.0,288,2,163.2,1,0.0,288,0.0,19.0,70,539,1,476.0,2024-09-30,2026-01-19
PRJ-0924,Kanpur Metro Phase 2 - Line A,Metro,Uttar Pradesh,Kanpur,26.481196200610732,80.3262270511956,297.2,140,1016,0.5379639408647977,0.5,Compensation Disbursement,Completed,97.7,83.0,0,98.2,58.9,57,3,44.7,1,0.0,140,0.0,38.0,31,728,1,435.0,2024-08-14,2025-10-23
PRJ-0925,International Airport Runway Phase 1 - Surat,Airport,Gujarat,Surat,21.205401379343318,72.86338278865392,230.6,214,1158,0.20579754426081673,0.55,Rehabilitation & Resettlement,Completed,88.6,288.0,0,96.5,81.1,40,1,149.0,1,60.5,84,0.0,52.0,79,807,0,0.0,2025-12-08,2025-12-08
PRJ-0926,Pune Rail Link & Yard Expansion,Railway,Maharashtra,Pune,18.540530723023824,73.89927340155548,283.5,156,456,0.5302857225639664,0.45,Notification,In Progress,8.3,7.0,0,0.0,0.0,156,1,330.5,1,0.0,156,0.0,33.0,50,101,1,309.0,2022-08-07,2023-06-12
PRJ-0927,SEZ Hub (Coimbatore),Urban Development,Tamil Nadu,Coimbatore,11.069506219385323,76.96539799845425,38.4,39,1206,0.1732334448672798,0.25,Compensation Disbursement,Completed,90.9,65.0,0,98.6,36.1,24,1,158.4,0,0.0,39,0.0,27.0,34,717,0,0.0,2025-07-09,2025-07-09
PRJ-0928,SEZ Hub (Ahmedabad),Urban Development,Gujarat,Ahmedabad,22.99099626886673,72.55923547539729,279.5,285,1108,0.3947411578889518,0.25,Rehabilitation & Resettlement,Completed,97.9,223.0,0,99.2,80.8,54,1,227.8,1,29.7,200,0.0,50.0,47,913,1,551.0,2026-01-01,2027-07-06
PRJ-0929,Industrial Corridor (Gandhinagar),Urban Development,Gujarat,Gandhinagar,23.246596685621594,72.65500601821486,49.4,42,969,0.33242799368681436,0.25,Objections / Legal Review,Completed,98.9,108.0,1,0.0,0.0,42,2,266.1,1,0.0,42,0.0,48.0,36,354,1,451.0,2023-12-30,2025-03-25
PRJ-0930,Lift Irrigation - Thane,Irrigation,Maharashtra,Thane,19.17963580062783,72.92424874493757,103.0,189,184,0.38946339367881466,0.4,Survey & Documentation,Completed,58.7,61.0,3,0.0,0.0,189,2,264.9,0,0.0,189,0.0,40.0,59,53,1,283.0,2021-10-20,2022-07-30
PRJ-0931,International Airport Runway Phase 1 - Gandhinagar,Airport,Gujarat,Gandhinagar,23.237555391225047,72.60702948288352,592.0,659,700,0.33242799368681436,0.55,Compensation Disbursement,Completed,86.3,294.0,0,96.5,61.5,253,0,0.0,1,0.0,659,0.0,63.0,30,467,1,399.0,2024-01-15,2025-02-17
PRJ-0932,Tech Park Site (Ahmedabad),Urban Development,Gujarat,Ahmedabad,23.022460429247488,72.6010096127015,159.8,252,459,0.3947411578889518,0.25,Survey & Documentation,Completed,37.3,55.0,0,0.0,0.0,252,1,216.1,3,0.0,252,0.0,19.0,9,146,1,341.0,2023-04-17,2024-03-23
PRJ-0933,International Airport Runway Phase 1 - Ahmedabad,Airport,Gujarat,Ahmedabad,23.03002001367876,72.52139630997341,704.9,1013,1151,0.3947411578889518,0.55,Objections / Legal Review,Completed,90.6,7.0,2,0.0,0.0,1013,2,17.7,1,0.0,1013,0.0,44.0,46,426,1,500.0,2024-04-16,2025-08-29
PRJ-0934,Power/Grid Development Project - Chennai,Power/Grid,Tamil Nadu,Chennai,13.044969628414028,80.23701938208372,38.6,56,1441,0.21239780813448106,0.2,Rehabilitation & Resettlement,Completed,88.6,148.0,0,100.0,97.3,1,3,335.2,1,57.7,23,0.0,40.0,60,1218,1,521.0,2026-08-02,2028-01-05
PRJ-0935,SEZ Hub (Mumbai),Urban Development,Maharashtra,Mumbai,19.046943710437382,72.88554840703407,149.8,166,496,0.299816047538945,0.25,Compensation Assessment,Completed,92.5,207.0,0,35.6,0.0,166,2,164.0,2,0.0,166,0.0,52.0,19,223,1,359.0,2022-09-19,2023-09-13
PRJ-0936,Surat Rail Link & Yard Expansion,Railway,Gujarat,Surat,21.170675893579048,72.79547920460371,32.9,9,306,0.20579754426081673,0.45,Notification,In Progress,29.0,0.0,1,0.0,0.0,9,0,0.0,2,0.0,9,0.0,32.0,66,65,1,250.0,2023-07-20,2024-03-26
PRJ-0937,International Airport Runway Phase 1 - Gandhinagar,Airport,Gujarat,Gandhinagar,23.16370658121468,72.59747186453696,219.0,273,483,0.33242799368681436,0.55,Survey & Documentation,Completed,59.0,48.0,3,0.0,0.0,273,1,231.8,2,0.0,273,0.0,20.0,20,163,1,452.0,2024-02-15,2025-05-12
PRJ-0938,International Airport Runway Phase 1 - Madurai,Airport,Tamil Nadu,Madurai,9.983325757514233,78.11602563397497,36.4,31,928,0.4964704583099741,0.55,Compensation Disbursement,Completed,97.7,48.0,0,96.9,8.4,28,1,343.5,1,0.0,31,0.0,42.0,64,602,1,468.0,2024-12-18,2026-03-31
PRJ-0939,Thane Rail Link & Yard Expansion,Railway,Maharashtra,Thane,19.262381460564253,73.01995029600026,58.6,30,910,0.38946339367881466,0.45,Objections / Legal Review,Completed,92.0,4.0,3,0.0,0.0,30,2,215.5,2,0.0,30,0.0,30.0,6,470,0,0.0,2023-10-29,2023-10-29
PRJ-0940,SEZ Hub (Lucknow),Urban Development,Uttar Pradesh,Lucknow,26.848082346895545,80.97100252501527,79.9,85,1381,0.15823379771832097,0.25,Compensation Disbursement,Completed,87.8,3.0,0,90.1,36.3,54,0,0.0,0,0.0,85,0.0,6.0,40,901,0,0.0,2025-12-28,2025-12-28
PRJ-0941,Salem Rail Link & Yard Expansion,Railway,Tamil Nadu,Salem,11.627430241249526,78.16860760459123,296.3,426,669,0.4332290311184182,0.45,Compensation Disbursement,Completed,95.3,99.0,0,90.8,15.7,359,1,84.6,1,0.0,426,0.0,52.0,70,419,1,476.0,2023-04-21,2024-08-09
PRJ-0942,International Airport Runway Phase 2 - Mumbai,Airport,Maharashtra,Mumbai,19.048686149511596,72.9175474516105,55.8,107,616,0.299816047538945,0.55,Objections / Legal Review,Completed,85.7,3.0,2,0.0,0.0,107,2,268.0,2,0.0,107,0.0,19.0,8,286,1,373.0,2024-03-23,2025-03-31
PRJ-0943,Ahmedabad Rail Link & Yard Expansion,Railway,Gujarat,Ahmedabad,22.97254689597307,72.60417664074623,395.0,321,1241,0.3947411578889518,0.45,Possession,Completed,90.2,6.0,0,93.3,93.2,21,1,352.8,1,96.5,11,60.8,33.0,72,1190,0,0.0,2025-09-16,2025-09-16
PRJ-0944,International Airport Runway Phase 2 - Mumbai,Airport,Maharashtra,Mumbai,19.027992428788234,72.92344270842732,48.3,58,662,0.299816047538945,0.55,Rehabilitation & Resettlement,Completed,86.6,6.0,0,92.2,89.7,5,0,0.0,1,56.3,25,0.0,27.0,67,510,0,0.0,2024-01-17,2024-01-17
PRJ-0945,International Airport Runway Phase 2 - Mumbai,Airport,Maharashtra,Mumbai,19.0525045421762,72.89622720377967,27.2,59,1171,0.299816047538945,0.55,Preliminary Identification,Pending,19.8,27.0,1,0.0,0.0,59,1,163.2,3,0.0,59,0.0,53.0,29,149,1,538.0,2024-05-04,2025-10-24
PRJ-0946,Power/Grid Development Project - Mumbai,Power/Grid,Maharashtra,Mumbai,19.074500273434435,72.86165637743149,120.5,93,494,0.299816047538945,0.2,Survey & Documentation,Completed,37.4,46.0,3,0.0,0.0,93,0,0.0,1,0.0,93,0.0,59.0,9,181,1,348.0,2023-06-16,2024-05-29
PRJ-0947,Expressway Route-342 (Varanasi Segment),Highway,Uttar Pradesh,Varanasi,25.33505301998202,83.02760275766614,796.9,355,1300,0.23493564427131047,0.35,Survey & Documentation,Completed,40.5,3.0,2,0.0,0.0,355,2,187.1,0,0.0,355,0.0,42.0,62,354,1,544.0,2026-02-21,2027-08-19
PRJ-0948,International Airport Runway Phase 2 - Nashik,Airport,Maharashtra,Nashik,19.942452369684954,73.84006234270598,43.4,46,1118,0.2124074561769746,0.55,Notification,In Progress,11.2,89.0,2,0.0,0.0,46,0,0.0,1,0.0,46,0.0,47.0,17,286,1,546.0,2025-12-03,2027-06-02
PRJ-0949,Industrial Corridor (Lucknow),Urban Development,Uttar Pradesh,Lucknow,26.85978979860252,80.9830777160923,41.5,78,196,0.15823379771832097,0.25,Survey & Documentation,Completed,64.5,24.0,1,0.0,0.0,78,3,343.8,6,0.0,78,0.0,42.0,33,52,1,240.0,2022-10-10,2023-06-07
PRJ-0950,Ahmedabad Metro Phase 2 - Line B,Metro,Gujarat,Ahmedabad,23.008564994412115,72.5680211569805,298.2,150,1119,0.3947411578889518,0.5,Objections / Legal Review,Completed,97.0,145.0,3,0.0,0.0,150,2,21.3,4,0.0,150,0.0,61.0,70,480,1,546.0,2025-11-10,2027-05-10
PRJ-0951,Dam Construction - Lucknow,Irrigation,Uttar Pradesh,Lucknow,26.89096209021614,80.93598175637719,94.8,86,1159,0.15823379771832097,0.4,Preliminary Identification,Pending,21.2,29.0,3,0.0,0.0,86,1,265.2,3,0.0,86,0.0,31.0,73,108,1,537.0,2024-10-22,2026-04-12
PRJ-0952,Tech Park Site (Ahmedabad),Industrial Area,Gujarat,Ahmedabad,23.02665914800989,72.51382339077011,272.7,268,626,0.3947411578889518,0.3,Notification,In Progress,28.8,4.0,0,0.0,0.0,268,0,0.0,3,0.0,268,0.0,22.0,56,112,0,0.0,2024-05-22,2024-05-22
PRJ-0953,Dedicated Route-757 (Surat Segment),Highway,Gujarat,Surat,21.129231760700566,72.84810238095699,64.6,111,458,0.20579754426081673,0.35,Notification,In Progress,26.7,2.0,3,0.0,0.0,111,0,0.0,4,0.0,111,0.0,29.0,73,105,1,369.0,2023-09-09,2024-09-12
PRJ-0954,Greenfield Route-175 (Kanpur Segment),Highway,Uttar Pradesh,Kanpur,26.475937228127666,80.34181211241415,143.3,261,631,0.5379639408647977,0.35,Preliminary Identification,Pending,15.6,36.0,0,0.0,0.0,261,0,0.0,1,0.0,261,0.0,40.0,22,68,1,440.0,2023-06-06,2024-08-19
PRJ-0955,Greenfield Route-179 (Madurai Segment),Highway,Tamil Nadu,Madurai,9.882397204353074,78.11324865142934,81.7,74,845,0.4964704583099741,0.35,Objections / Legal Review,Completed,93.0,56.0,3,0.0,0.0,74,3,241.4,2,0.0,74,0.0,42.0,34,310,1,521.0,2024-01-02,2025-06-06
PRJ-0956,Power/Grid Development Project - Bengaluru,Power/Grid,Karnataka,Bengaluru,12.954211371963583,77.59407936128422,140.1,249,785,0.22336180394137353,0.2,Survey & Documentation,Completed,51.0,14.0,1,0.0,0.0,249,4,110.0,0,0.0,249,0.0,31.0,39,272,1,405.0,2024-02-16,2025-03-27
PRJ-0957,International Airport Runway Phase 2 - Nagpur,Airport,Maharashtra,Nagpur,21.190239484146492,79.12130337263903,313.2,158,208,0.44279757672456205,0.55,Possession,Completed,95.6,119.0,0,96.6,83.4,26,2,67.8,2,85.3,23,84.5,49.0,3,205,0,0.0,2022-08-20,2022-08-20
PRJ-0958,Power/Grid Development Project - Mangaluru,Power/Grid,Karnataka,Mangaluru,12.864178740166698,74.90283710373295,307.1,157,1213,0.3227780074568463,0.2,Notification,In Progress,1.8,35.0,1,0.0,0.0,157,0,0.0,2,0.0,157,0.0,46.0,5,232,0,0.0,2024-10-19,2024-10-19
PRJ-0959,International Airport Runway Phase 2 - Nagpur,Airport,Maharashtra,Nagpur,21.14241205813798,79.11746345738632,165.0,290,981,0.44279757672456205,0.55,Possession,Completed,94.6,86.0,0,96.2,99.2,2,0,0.0,2,97.1,8,33.7,33.0,9,770,0,0.0,2025-02-10,2025-02-10
PRJ-0960,Smart City Node (Nashik),Urban Development,Maharashtra,Nashik,19.95430470775172,73.81028634308484,547.3,561,280,0.2124074561769746,0.25,Notification,In Progress,20.7,27.0,1,0.0,0.0,561,3,245.6,3,0.0,561,0.0,34.0,33,63,1,319.0,2022-07-13,2023-05-28
PRJ-0961,Power/Grid Development Project - Surat,Power/Grid,Gujarat,Surat,21.138559122113136,72.82370570765691,81.2,47,832,0.20579754426081673,0.2,Compensation Assessment,Completed,90.9,188.0,2,36.6,0.0,47,3,75.1,2,0.0,47,0.0,32.0,10,453,1,460.0,2023-06-14,2024-09-16
PRJ-0962,Power/Grid Development Project - Pune,Power/Grid,Maharashtra,Pune,18.46242354440985,73.81489327655166,75.0,90,266,0.5302857225639664,0.2,Survey & Documentation,Completed,54.8,87.0,2,0.0,0.0,90,0,0.0,2,0.0,90,0.0,40.0,27,94,1,296.0,2022-10-19,2023-08-11
PRJ-0963,Canal Network - Mumbai,Irrigation,Maharashtra,Mumbai,19.027049659174835,72.8464693007526,210.3,309,649,0.299816047538945,0.4,Rehabilitation & Resettlement,Completed,89.7,20.0,0,97.4,95.1,15,0,0.0,1,72.1,86,0.0,43.0,40,405,0,0.0,2024-01-20,2024-01-20
PRJ-0964,Lucknow Metro Phase 2 - Line A,Metro,Uttar Pradesh,Lucknow,26.798702170802915,80.96922920319435,214.2,331,819,0.15823379771832097,0.5,Preliminary Identification,Pending,28.4,5.0,1,0.0,0.0,331,0,0.0,0,0.0,331,0.0,31.0,6,104,1,384.0,2023-09-27,2024-10-15
PRJ-0965,Power/Grid Development Project - Mangaluru,Power/Grid,Karnataka,Mangaluru,12.857584788265106,74.870128860075,29.5,62,1409,0.3227780074568463,0.2,Possession,Completed,90.5,12.0,0,98.7,84.8,9,3,34.1,1,86.5,8,72.4,33.0,39,1175,0,0.0,2026-05-30,2026-05-30
PRJ-0966,Reservoir Link - Varanasi,Irrigation,Uttar Pradesh,Varanasi,25.274484939699068,83.02731937486135,207.2,235,1285,0.23493564427131047,0.4,Preliminary Identification,Pending,11.2,2.0,3,0.0,0.0,235,0,0.0,0,0.0,235,0.0,28.0,21,158,1,486.0,2025-10-18,2027-02-16
PRJ-0967,Nashik Rail Link & Yard Expansion,Railway,Maharashtra,Nashik,20.04947128877318,73.75686037230251,113.8,200,1415,0.2124074561769746,0.45,Survey & Documentation,Completed,52.2,60.0,2,0.0,0.0,200,0,0.0,2,0.0,200,0.0,29.0,42,562,1,551.0,2025-11-16,2027-05-21
PRJ-0968,Ahmedabad Metro Phase 1 - Line A,Metro,Gujarat,Ahmedabad,23.036230555786766,72.5147606383367,295.2,317,298,0.3947411578889518,0.5,Objections / Legal Review,Completed,96.4,12.0,0,0.0,0.0,317,1,76.7,3,0.0,317,0.0,42.0,20,148,1,233.0,2022-02-12,2022-10-03
