project_id,state,district,project_type,land_area_ha,affected_families,pending_approvals,approval_delay_days,documentation_pct,legal_cases,court_stay,compensation_pct,compensation_delay_days,possession_pct,rr_progress_pct,stakeholder_delay_days,historical_delay_rate,planned_days,actual_days,delay_days,delay_stage,delay_reason,delayed,risk_score,risk_level,latitude,longitude,project_name,current_stage,notification_status,current_elapsed_days
LA1099,Maharashtra,Pune,Highway,33.6,109,3,52,94.2,3,0,80.6,9,70.1,45.0,13,0.251,487,657,170,R&R,R&R Bottleneck,1,97.7,High,18.5304,73.8327,Pune Highway Corridor (LA1099),Compensation Disbursement,Section 19 (Declaration) Issued,317
LA1100,Tamil Nadu,Salem,Highway,46.1,137,2,18,74.6,2,0,56.4,65,49.9,69.9,25,0.094,332,524,192,Possession,Legal Dispute,1,95.1,High,11.669300000000002,78.126,Salem Highway Corridor (LA1100),Notification,Section 11 (Preliminary) Issued,216
LA1101,Madhya Pradesh,Bhopal,Railway,77.5,260,2,27,65.0,1,0,74.2,18,56.1,54.8,16,0.158,304,528,224,R&R,R&R Bottleneck,1,94.5,High,23.247899999999998,77.4426,Bhopal Railway Corridor (LA1101),Notification,Section 11 (Preliminary) Issued,198
LA1102,Andhra Pradesh,Krishna,Metro,173.3,423,3,15,74.7,3,0,64.9,55,79.7,65.6,20,0.054,448,654,206,Approval,Pending Approval,1,94.1,High,16.198900000000002,81.17330000000001,Krishna Metro Corridor (LA1102),Notification,Section 11 (Preliminary) Issued,291
LA1103,Madhya Pradesh,Bhopal,Expressway,144.5,183,4,64,91.7,2,0,90.1,0,56.1,59.4,13,0.041,350,408,58,Notification,Documentation,1,37.8,Low,23.2199,77.4546,Bhopal Expressway Corridor (LA1103),Compensation Disbursement,Section 19 (Declaration) Issued,228
LA1104,Telangana,Hyderabad,Highway,69.7,115,5,116,63.8,5,0,96.4,0,100.0,100.0,29,0.088,312,524,212,Notification,Documentation,1,91.1,High,17.433,78.5267,Hyderabad Highway Corridor (LA1104),Possession,Section 11 (Preliminary) Issued,203
LA1105,Telangana,Warangal,Highway,236.8,951,4,73,90.7,2,0,52.2,63,50.2,56.3,19,0.245,283,474,191,Notification,Documentation,1,89.4,High,17.951900000000002,79.6351,Warangal Highway Corridor (LA1105),Survey & Documentation,Section 19 (Declaration) Issued,184
LA1106,Andhra Pradesh,Krishna,Expressway,64.6,150,0,0,84.3,3,0,52.5,87,39.0,35.8,19,0.124,537,731,194,R&R,R&R Bottleneck,1,94.6,High,16.172900000000002,81.1423,Krishna Expressway Corridor (LA1106),Survey & Documentation,Section 19 (Declaration) Issued,349
LA1107,Kerala,Thrissur,Highway,58.3,89,1,13,96.0,5,0,64.2,70,45.9,29.8,9,0.434,360,559,199,R&R,R&R Bottleneck,1,99.5,High,10.5536,76.1764,Thrissur Highway Corridor (LA1107),Survey & Documentation,Section 19 (Declaration) Issued,234
LA1108,Tamil Nadu,Madurai,Highway,146.5,508,5,108,65.4,6,1,79.5,20,56.7,70.5,51,0.143,558,714,156,Compensation,Compensation Delay,1,97.6,High,9.9162,78.1138,Madurai Highway Corridor (LA1108),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,363
LA1109,Bihar,Araria,Railway,130.5,484,3,43,68.5,4,0,76.6,28,62.3,54.0,26,0.284,376,600,224,R&R,R&R Bottleneck,1,100.0,High,26.1412,87.52080000000001,Araria Railway Corridor (LA1109),Compensation Disbursement,Section 11 (Preliminary) Issued,244
LA1110,Odisha,Nayagarh,Railway,117.5,350,1,17,85.5,6,0,72.2,34,40.7,17.9,24,0.261,458,611,153,R&R,R&R Bottleneck,1,100.0,High,20.11,85.07900000000001,Nayagarh Railway Corridor (LA1110),Survey & Documentation,Section 19 (Declaration) Issued,298
LA1111,Madhya Pradesh,Indore,Metro,58.7,188,2,66,68.2,2,0,68.6,16,74.5,88.3,20,0.299,260,457,197,Notification,Documentation,1,93.5,High,22.7536,75.9027,Indore Metro Corridor (LA1111),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,169
LA1112,Bihar,Araria,Metro,140.0,537,5,77,60.9,0,0,87.9,27,97.7,74.4,22,0.271,483,690,207,Notification,Documentation,1,85.6,High,26.1162,87.4738,Araria Metro Corridor (LA1112),Possession,Section 11 (Preliminary) Issued,314
LA1113,Odisha,Khordha,Railway,28.8,64,0,0,100.0,1,0,96.0,31,100.0,89.3,16,0.647,331,342,11,,,0,10.9,Low,20.1405,85.64620000000001,Khordha Railway Corridor (LA1113),Possession,Section 19 (Declaration) Issued,215
LA1114,Karnataka,Belagavi,Metro,129.4,198,3,56,68.6,2,0,74.7,26,99.8,100.0,23,0.233,257,451,194,Notification,Documentation,1,95.6,High,15.8687,74.50569999999999,Belagavi Metro Corridor (LA1114),Possession,Section 11 (Preliminary) Issued,167
LA1115,Telangana,Warangal,Industrial Corridor,281.8,601,0,58,87.3,0,0,79.2,41,83.4,84.4,14,0.362,266,453,187,Notification,Documentation,1,97.1,High,17.9909,79.6221,Warangal Industrial Corridor Corridor (LA1115),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,173
LA1116,Odisha,Khordha,Railway,64.3,264,3,55,69.3,1,0,81.3,0,75.6,40.0,15,0.126,323,464,141,R&R,R&R Bottleneck,1,82.8,High,20.1405,85.6342,Khordha Railway Corridor (LA1116),Compensation Disbursement,Section 11 (Preliminary) Issued,210
LA1117,Andhra Pradesh,Krishna,Expressway,68.8,259,0,3,87.7,3,0,67.3,45,100.0,100.0,4,0.454,465,530,65,Approval,Pending Approval,1,45.2,Medium,16.137900000000002,81.1653,Krishna Expressway Corridor (LA1117),Possession,Section 19 (Declaration) Issued,302
LA1118,Uttar Pradesh,Kanpur,Railway,100.8,347,1,13,58.6,4,0,100.0,0,95.9,78.0,27,0.396,555,714,159,Compensation,Compensation Delay,1,91.8,High,26.4269,80.3379,Kanpur Railway Corridor (LA1118),Possession,Section 11 (Preliminary) Issued,361
LA1119,Odisha,Nayagarh,Highway,50.4,142,1,44,77.9,5,0,67.9,61,49.7,31.8,15,0.415,243,417,174,R&R,R&R Bottleneck,1,100.0,High,20.082,85.134,Nayagarh Highway Corridor (LA1119),Notification,Section 19 (Declaration) Issued,158
LA1120,Telangana,Warangal,Highway,109.1,328,1,44,63.1,0,0,77.2,42,76.8,60.0,6,0.192,360,494,134,Notification,Documentation,1,83.8,High,17.931900000000002,79.56609999999999,Warangal Highway Corridor (LA1120),Compensation Disbursement,Section 11 (Preliminary) Issued,234
LA1121,Karnataka,Mysuru,Metro,40.8,128,2,62,65.7,5,0,88.2,8,45.4,42.8,20,0.259,575,801,226,Notification,Documentation,1,99.8,High,12.2848,76.6254,Mysuru Metro Corridor (LA1121),Compensation Disbursement,Section 11 (Preliminary) Issued,374
LA1122,Bihar,Supaul,Industrial Corridor,35.4,120,1,12,77.8,1,0,59.4,72,84.6,59.9,16,0.575,439,687,248,Approval,Pending Approval,1,93.9,High,26.133000000000003,86.62100000000001,Supaul Industrial Corridor Corridor (LA1122),Notification,Section 19 (Declaration) Issued,285
LA1123,Tamil Nadu,Chennai,Highway,222.2,419,0,17,96.5,0,0,79.2,27,82.9,52.9,7,0.248,294,294,0,,,0,24.7,Low,13.0617,80.3187,Chennai Highway Corridor (LA1123),Compensation Disbursement,Section 19 (Declaration) Issued,191
LA1124,Kerala,Ernakulam,Highway,79.3,298,2,80,92.7,1,0,73.4,32,56.2,53.9,16,0.383,251,460,209,Notification,Documentation,1,100.0,High,9.9776,76.2529,Ernakulam Highway Corridor (LA1124),Survey & Documentation,Section 19 (Declaration) Issued,163
LA1125,Bihar,Supaul,Highway,68.9,116,0,21,78.9,4,0,80.8,37,61.4,43.2,11,0.077,462,661,199,R&R,R&R Bottleneck,1,96.9,High,26.155,86.58200000000001,Supaul Highway Corridor (LA1125),Compensation Disbursement,Section 19 (Declaration) Issued,300
LA1126,Bihar,Supaul,Railway,66.8,236,0,0,81.0,1,0,95.4,6,85.9,61.5,11,0.329,380,513,133,R&R,R&R Bottleneck,1,64.2,Medium,26.124000000000002,86.555,Supaul Railway Corridor (LA1126),Compensation Disbursement,Section 19 (Declaration) Issued,247
LA1127,Tamil Nadu,Coimbatore,Railway,200.7,342,3,58,57.3,1,0,78.2,31,83.4,69.2,19,0.03,371,546,175,Notification,Documentation,1,93.3,High,10.9678,76.96379999999999,Coimbatore Railway Corridor (LA1127),Compensation Disbursement,Section 11 (Preliminary) Issued,241
LA1128,Odisha,Khordha,Metro,101.2,126,2,58,84.0,2,0,88.4,10,71.9,98.1,11,0.176,399,493,94,Notification,Documentation,1,68.9,Medium,20.2165,85.6082,Khordha Metro Corridor (LA1128),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,259
LA1129,Karnataka,Belagavi,Highway,50.9,187,0,0,65.4,1,0,74.1,29,62.5,36.5,1,0.246,321,384,63,R&R,R&R Bottleneck,1,85.4,High,15.864700000000001,74.4677,Belagavi Highway Corridor (LA1129),Preliminary Identification,Section 11 (Preliminary) Issued,209
LA1130,Bihar,Araria,Railway,139.4,284,0,0,100.0,4,0,67.6,30,73.3,98.0,20,0.147,222,287,65,Compensation,Compensation Delay,1,77.9,High,26.101200000000002,87.53880000000001,Araria Railway Corridor (LA1130),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,144
LA1131,Karnataka,Mysuru,Railway,222.3,737,3,54,71.4,0,0,71.7,46,63.5,56.4,19,0.213,347,505,158,Notification,Documentation,1,99.8,High,12.3218,76.6854,Mysuru Railway Corridor (LA1131),Notification,Section 11 (Preliminary) Issued,226
LA1132,Madhya Pradesh,Bhopal,Highway,83.2,99,3,60,62.0,0,0,86.9,0,82.0,64.4,10,0.23,380,499,119,Notification,Documentation,1,75.3,High,23.3049,77.4596,Bhopal Highway Corridor (LA1132),Compensation Disbursement,Section 11 (Preliminary) Issued,247
LA1133,Odisha,Khordha,Expressway,151.9,387,2,68,73.3,4,0,63.6,46,54.2,54.8,27,0.487,222,437,215,Notification,Documentation,1,99.4,High,20.1935,85.66720000000001,Khordha Expressway Corridor (LA1133),Notification,Section 11 (Preliminary) Issued,144
LA1134,Uttar Pradesh,Kanpur,Metro,70.5,105,3,86,84.9,3,0,100.0,0,63.9,71.7,7,0.184,389,592,203,Notification,Documentation,1,93.4,High,26.4539,80.37490000000001,Kanpur Metro Corridor (LA1134),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,253
LA1135,Karnataka,Bengaluru Rural,Expressway,67.1,212,3,79,59.4,3,0,72.1,58,77.2,77.3,14,0.098,319,480,161,Notification,Documentation,1,87.2,High,13.263399999999999,77.5718,Bengaluru Rural Expressway Corridor (LA1135),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,207
LA1136,Maharashtra,Pune,Metro,230.0,358,3,11,77.8,2,0,96.1,8,79.3,85.6,18,0.142,574,584,10,,,0,74.0,High,18.5674,73.8377,Pune Metro Corridor (LA1136),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,373
LA1137,Maharashtra,Nashik,Industrial Corridor,50.8,158,2,32,71.0,3,0,97.6,6,100.0,91.1,11,0.324,264,433,169,Notification,Documentation,1,87.9,High,19.976499999999998,73.8308,Nashik Industrial Corridor Corridor (LA1137),Possession,Section 11 (Preliminary) Issued,172
LA1138,Bihar,Supaul,Industrial Corridor,133.7,170,2,108,66.1,0,0,77.1,19,72.5,93.0,1,0.413,549,688,139,Notification,Documentation,1,86.4,High,26.088,86.598,Supaul Industrial Corridor Corridor (LA1138),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,357
LA1139,Kerala,Thrissur,Highway,277.5,899,4,87,67.4,2,0,55.9,56,36.2,51.4,39,0.389,486,742,256,Notification,Documentation,1,99.8,High,10.5646,76.2144,Thrissur Highway Corridor (LA1139),Notification,Section 11 (Preliminary) Issued,316
LA1140,Maharashtra,Nashik,Metro,43.9,169,0,26,98.1,6,1,85.2,20,78.8,77.5,18,0.246,449,574,125,Compensation,Compensation Delay,1,70.3,High,20.037499999999998,73.7748,Nashik Metro Corridor (LA1140),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,292
LA1141,Tamil Nadu,Salem,Highway,90.0,120,0,8,91.1,0,0,85.5,43,100.0,54.2,2,0.054,307,353,46,R&R,R&R Bottleneck,1,37.2,Low,11.6333,78.19500000000001,Salem Highway Corridor (LA1141),Possession,Section 19 (Declaration) Issued,200
LA1142,Maharashtra,Pune,Highway,43.5,145,1,28,100.0,4,0,95.9,7,75.2,66.5,21,0.191,281,291,10,,,0,80.9,High,18.568399999999997,73.8497,Pune Highway Corridor (LA1142),Compensation Disbursement,Section 19 (Declaration) Issued,183
LA1143,Maharashtra,Nashik,Highway,394.0,1438,3,51,81.6,0,0,73.8,41,33.3,40.6,18,0.122,290,427,137,Possession,Legal Dispute,1,100.0,High,19.947499999999998,73.7748,Nashik Highway Corridor (LA1143),Survey & Documentation,Section 19 (Declaration) Issued,188
LA1144,Telangana,Warangal,Railway,77.3,130,1,53,88.3,3,0,86.3,24,97.9,100.0,24,0.351,428,597,169,Notification,Documentation,1,62.1,Medium,18.0069,79.6071,Warangal Railway Corridor (LA1144),Possession,Section 19 (Declaration) Issued,278
LA1145,Madhya Pradesh,Indore,Metro,83.7,127,1,18,78.6,2,0,80.0,43,70.0,65.3,5,0.328,384,503,119,R&R,R&R Bottleneck,1,72.4,High,22.7476,75.8947,Indore Metro Corridor (LA1145),Compensation Disbursement,Section 19 (Declaration) Issued,250
LA1146,Uttar Pradesh,Kanpur,Highway,31.0,66,3,62,85.8,0,0,54.4,41,82.7,30.2,15,0.24,211,399,188,R&R,R&R Bottleneck,1,88.5,High,26.4709,80.31490000000001,Kanpur Highway Corridor (LA1146),Survey & Documentation,Section 19 (Declaration) Issued,137
LA1147,Karnataka,Bengaluru Rural,Railway,152.9,188,1,34,89.0,2,0,76.8,35,71.8,75.8,10,0.544,412,594,182,Notification,Documentation,1,92.3,High,13.2434,77.62780000000001,Bengaluru Rural Railway Corridor (LA1147),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,268
LA1148,Karnataka,Belagavi,Highway,21.4,56,1,60,74.3,1,0,100.0,0,79.2,70.6,27,0.092,353,436,83,Notification,Documentation,1,68.2,Medium,15.8277,74.4477,Belagavi Highway Corridor (LA1148),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,229
LA1149,Kerala,Ernakulam,Highway,197.0,552,2,34,86.6,2,0,94.4,0,65.3,66.5,34,0.058,435,567,132,Possession,Legal Dispute,1,85.4,High,9.999600000000001,76.3099,Ernakulam Highway Corridor (LA1149),Compensation Disbursement,Section 19 (Declaration) Issued,283
LA1150,Karnataka,Mysuru,Highway,71.1,217,1,23,86.3,3,0,65.3,28,45.5,23.5,11,0.401,541,713,172,R&R,R&R Bottleneck,1,100.0,High,12.3258,76.60239999999999,Mysuru Highway Corridor (LA1150),Survey & Documentation,Section 19 (Declaration) Issued,352
LA1151,Madhya Pradesh,Bhopal,Railway,57.3,130,1,15,97.4,2,0,99.7,37,72.0,89.7,22,0.096,401,518,117,Possession,Legal Dispute,1,67.0,Medium,23.261899999999997,77.4096,Bhopal Railway Corridor (LA1151),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,261
LA1152,Maharashtra,Nashik,Highway,141.8,160,4,66,70.0,2,0,70.9,30,52.4,46.1,26,0.382,293,505,212,Notification,Documentation,1,97.6,High,19.9975,73.8198,Nashik Highway Corridor (LA1152),Notification,Section 11 (Preliminary) Issued,190
LA1153,Bihar,Supaul,Highway,118.4,438,2,53,75.0,1,0,81.3,11,61.5,61.2,17,0.426,413,413,0,,,0,92.8,High,26.137,86.62,Supaul Highway Corridor (LA1153),Compensation Disbursement,Section 19 (Declaration) Issued,268
LA1154,Tamil Nadu,Coimbatore,Metro,45.6,91,2,48,78.7,5,0,81.1,31,59.5,69.7,28,0.384,342,490,148,Compensation,Compensation Delay,1,98.4,High,10.9928,76.9918,Coimbatore Metro Corridor (LA1154),Compensation Disbursement,Section 19 (Declaration) Issued,222
LA1155,Madhya Pradesh,Indore,Metro,232.7,461,5,43,86.5,2,0,77.8,33,57.6,33.2,17,0.288,470,652,182,R&R,R&R Bottleneck,1,99.3,High,22.7446,75.8347,Indore Metro Corridor (LA1155),Compensation Disbursement,Section 19 (Declaration) Issued,306
LA1156,Karnataka,Bengaluru Rural,Highway,39.0,59,1,38,81.8,0,0,71.2,27,32.6,47.0,11,0.03,272,493,221,Possession,Legal Dispute,1,96.9,High,13.2754,77.5588,Bengaluru Rural Highway Corridor (LA1156),Survey & Documentation,Section 19 (Declaration) Issued,177
LA1157,Tamil Nadu,Madurai,Expressway,185.7,470,1,0,91.0,5,0,100.0,12,74.1,49.9,11,0.304,396,575,179,R&R,R&R Bottleneck,1,76.9,High,9.962200000000001,78.1648,Madurai Expressway Corridor (LA1157),Compensation Disbursement,Section 19 (Declaration) Issued,257
LA1158,Bihar,Araria,Metro,84.7,285,5,65,62.5,3,0,80.6,30,78.5,91.9,24,0.508,217,370,153,Notification,Documentation,1,92.0,High,26.159200000000002,87.5128,Araria Metro Corridor (LA1158),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,141
LA1159,Maharashtra,Nashik,Railway,56.3,228,0,17,77.4,1,0,68.1,35,70.7,49.7,12,0.385,342,518,176,R&R,R&R Bottleneck,1,91.9,High,20.025499999999997,73.8288,Nashik Railway Corridor (LA1159),Preliminary Identification,Section 19 (Declaration) Issued,222
LA1160,Tamil Nadu,Salem,Industrial Corridor,80.9,154,1,40,93.3,1,0,50.5,56,34.1,55.1,13,0.266,340,503,163,Possession,Legal Dispute,1,93.4,High,11.6203,78.115,Salem Industrial Corridor Corridor (LA1160),Survey & Documentation,Section 19 (Declaration) Issued,221
LA1161,Odisha,Nayagarh,Highway,92.0,336,2,89,95.7,3,0,78.1,39,80.8,84.3,19,0.204,490,613,123,Notification,Documentation,1,95.6,High,20.135,85.134,Nayagarh Highway Corridor (LA1161),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,318
LA1162,Tamil Nadu,Coimbatore,Industrial Corridor,149.9,597,4,114,50.0,2,0,47.5,62,22.5,19.9,17,0.269,388,521,133,Notification,Documentation,1,100.0,High,11.0088,77.0048,Coimbatore Industrial Corridor Corridor (LA1162),Notification,Section 11 (Preliminary) Issued,252
LA1163,Uttar Pradesh,Kanpur,Highway,143.8,301,0,11,100.0,2,0,100.0,0,92.5,94.1,15,0.582,659,665,6,,,0,51.3,Medium,26.4089,80.28790000000001,Kanpur Highway Corridor (LA1163),Possession,Section 19 (Declaration) Issued,428
LA1164,Andhra Pradesh,Guntur,Expressway,82.0,171,3,77,77.4,3,0,92.7,3,100.0,100.0,25,0.293,548,660,112,Notification,Documentation,1,74.5,High,16.267699999999998,80.4765,Guntur Expressway Corridor (LA1164),Possession,Section 19 (Declaration) Issued,356
LA1165,Maharashtra,Nashik,Metro,72.1,209,1,30,75.6,3,0,76.2,67,81.1,96.7,23,0.03,212,380,168,Notification,Documentation,1,77.9,High,20.0065,73.7608,Nashik Metro Corridor (LA1165),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,138
LA1166,Maharashtra,Pune,Industrial Corridor,311.1,1162,1,34,84.3,1,0,95.0,0,100.0,99.4,3,0.084,516,526,10,,,0,15.2,Low,18.5264,73.8557,Pune Industrial Corridor Corridor (LA1166),Possession,Section 19 (Declaration) Issued,335
LA1167,Andhra Pradesh,Guntur,Highway,68.0,180,5,67,77.0,1,0,67.9,62,68.0,65.3,23,0.164,478,629,151,Notification,Documentation,1,99.7,High,16.3017,80.38749999999999,Guntur Highway Corridor (LA1167),Notification,Section 19 (Declaration) Issued,311
LA1168,Tamil Nadu,Coimbatore,Railway,130.2,389,2,24,82.4,2,0,50.8,61,33.6,14.9,30,0.538,365,479,114,R&R,R&R Bottleneck,1,98.9,High,10.9948,76.9468,Coimbatore Railway Corridor (LA1168),Survey & Documentation,Section 19 (Declaration) Issued,237
LA1169,Odisha,Nayagarh,Highway,262.0,668,0,31,88.2,2,0,89.1,2,83.1,65.2,6,0.486,494,610,116,R&R,R&R Bottleneck,1,68.2,Medium,20.144,85.13000000000001,Nayagarh Highway Corridor (LA1169),Compensation Disbursement,Section 19 (Declaration) Issued,321
LA1170,Kerala,Ernakulam,Railway,27.0,54,0,41,80.2,6,0,70.1,20,12.7,5.0,21,0.363,387,547,160,R&R,R&R Bottleneck,1,96.1,High,9.9776,76.3039,Ernakulam Railway Corridor (LA1170),Survey & Documentation,Section 19 (Declaration) Issued,252
LA1171,Madhya Pradesh,Bhopal,Railway,48.8,51,3,60,80.6,1,0,86.9,40,92.1,100.0,17,0.347,255,266,11,,,0,83.8,High,23.247899999999998,77.4366,Bhopal Railway Corridor (LA1171),Possession,Section 19 (Declaration) Issued,166
LA1172,Maharashtra,Pune,Highway,138.7,557,2,26,91.7,2,0,79.1,17,91.0,40.0,17,0.319,339,518,179,R&R,R&R Bottleneck,1,51.9,Medium,18.5624,73.8097,Pune Highway Corridor (LA1172),Possession,Section 19 (Declaration) Issued,220
LA1173,Odisha,Nayagarh,Metro,51.4,91,3,24,65.9,2,0,56.4,63,63.0,95.1,23,0.55,276,430,154,Approval,Pending Approval,1,92.8,High,20.089,85.09,Nayagarh Metro Corridor (LA1173),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,179
LA1174,Tamil Nadu,Madurai,Metro,104.1,328,0,47,99.0,0,0,77.0,40,51.0,48.1,8,0.343,381,381,0,,,0,64.4,Medium,9.9292,78.1678,Madurai Metro Corridor (LA1174),Compensation Disbursement,Section 19 (Declaration) Issued,248
LA1175,Uttar Pradesh,Lucknow,Metro,141.3,274,5,82,74.3,1,0,89.7,0,61.5,78.9,25,0.295,343,514,171,Notification,Documentation,1,90.2,High,26.8157,80.9552,Lucknow Metro Corridor (LA1175),Rehabilitation & Resettlement,Section 11 (Preliminary) Issued,223
LA1176,Uttar Pradesh,Lucknow,Highway,31.2,66,2,40,81.1,1,0,89.7,7,67.3,61.0,21,0.556,518,525,7,,,0,89.7,High,26.837699999999998,80.97120000000001,Lucknow Highway Corridor (LA1176),Compensation Disbursement,Section 19 (Declaration) Issued,337
LA1177,Uttar Pradesh,Lucknow,Expressway,139.9,165,1,35,93.7,2,0,83.8,32,100.0,87.8,22,0.548,355,479,124,Notification,Documentation,1,91.1,High,26.8857,80.95620000000001,Lucknow Expressway Corridor (LA1177),Possession,Section 19 (Declaration) Issued,231
LA1178,Tamil Nadu,Madurai,Expressway,132.0,419,4,75,91.3,4,0,83.2,20,72.8,62.2,20,0.37,384,398,14,,,0,71.4,High,9.9742,78.1168,Madurai Expressway Corridor (LA1178),Compensation Disbursement,Section 19 (Declaration) Issued,250
LA1179,Andhra Pradesh,Guntur,Expressway,62.7,99,1,26,93.7,2,0,100.0,3,100.0,77.4,11,0.534,486,690,204,Notification,Documentation,1,92.9,High,16.3177,80.4485,Guntur Expressway Corridor (LA1179),Possession,Section 19 (Declaration) Issued,316
LA1180,Uttar Pradesh,Kanpur,Highway,319.9,599,1,41,82.7,2,0,74.1,17,60.7,31.9,1,0.303,448,615,167,R&R,R&R Bottleneck,1,97.8,High,26.4089,80.3189,Kanpur Highway Corridor (LA1180),Survey & Documentation,Section 19 (Declaration) Issued,291
LA1181,Telangana,Hyderabad,Metro,125.3,137,2,38,92.1,1,0,61.1,34,46.4,33.8,6,0.107,295,434,139,R&R,R&R Bottleneck,1,92.0,High,17.386000000000003,78.5187,Hyderabad Metro Corridor (LA1181),Survey & Documentation,Section 19 (Declaration) Issued,192
LA1182,Uttar Pradesh,Kanpur,Highway,44.2,77,3,70,78.2,1,0,81.0,28,83.8,81.7,12,0.03,379,387,8,,,0,46.9,Medium,26.474899999999998,80.32690000000001,Kanpur Highway Corridor (LA1182),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,246
LA1183,Maharashtra,Nashik,Railway,87.3,170,1,26,79.5,2,0,84.3,0,77.7,89.4,3,0.385,364,375,11,,,0,49.6,Medium,19.9685,73.8038,Nashik Railway Corridor (LA1183),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,237
LA1184,Andhra Pradesh,Guntur,Expressway,26.2,48,2,47,81.9,3,0,66.6,41,74.2,76.0,13,0.064,466,672,206,Notification,Documentation,1,85.9,High,16.2807,80.40849999999999,Guntur Expressway Corridor (LA1184),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,303
LA1185,Andhra Pradesh,Guntur,Railway,543.5,2165,1,41,70.3,4,0,41.8,68,11.5,11.4,11,0.195,448,630,182,R&R,R&R Bottleneck,1,99.5,High,16.2687,80.3975,Guntur Railway Corridor (LA1185),Notification,Section 11 (Preliminary) Issued,291
LA1186,Madhya Pradesh,Indore,Expressway,235.6,949,1,31,82.0,6,1,82.0,43,50.6,53.3,12,0.426,246,407,161,Compensation,Compensation Delay,1,93.2,High,22.7516,75.8827,Indore Expressway Corridor (LA1186),Compensation Disbursement,Section 19 (Declaration) Issued,160
LA1187,Odisha,Nayagarh,Highway,143.7,155,3,30,100.0,4,0,90.4,21,80.4,58.0,20,0.133,169,175,6,,,0,84.0,High,20.109,85.15100000000001,Nayagarh Highway Corridor (LA1187),Compensation Disbursement,Section 19 (Declaration) Issued,110
LA1188,Tamil Nadu,Madurai,Expressway,170.3,657,2,72,90.5,1,0,72.1,1,72.9,85.6,4,0.503,428,597,169,Notification,Documentation,1,91.6,High,9.9132,78.0938,Madurai Expressway Corridor (LA1188),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,278
LA1189,Tamil Nadu,Chennai,Railway,135.7,472,1,22,83.8,0,0,76.5,19,66.3,46.5,17,0.219,461,461,0,,,0,83.8,High,13.1057,80.23570000000001,Chennai Railway Corridor (LA1189),Compensation Disbursement,Section 19 (Declaration) Issued,300
LA1190,Tamil Nadu,Coimbatore,Highway,38.0,104,1,47,57.3,0,0,100.0,0,100.0,100.0,30,0.136,444,601,157,Notification,Documentation,1,84.8,High,11.0218,76.91879999999999,Coimbatore Highway Corridor (LA1190),Possession,Section 11 (Preliminary) Issued,289
LA1191,Karnataka,Bengaluru Rural,Highway,39.4,66,0,10,85.4,1,0,65.4,15,49.3,79.3,7,0.227,420,423,3,,,0,57.3,Medium,13.218399999999999,77.5918,Bengaluru Rural Highway Corridor (LA1191),Rehabilitation & Resettlement,Section 19 (Declaration) Issued,273
LA1192,Odisha,Nayagarh,Highway,114.5,207,0,36,92.1,3,0,76.5,29,65.7,42.6,14,0.152,266,430,164,R&R,R&R Bottleneck,1,92.2,High,20.108,85.08,Nayagarh Highway Corridor (LA1192),Compensation Disbursement,Section 19 (Declaration) Issued,173
LA1193,Madhya Pradesh,Bhopal,Industrial Corridor,57.6,179,4,53,66.9,0,0,73.3,47,63.9,45.4,19,0.145,456,646,190,R&R,R&R Bottleneck,1,98.0,High,23.2979,77.3956,Bhopal Industrial Corridor Corridor (LA1193),Notification,Section 11 (Preliminary) Issued,296
LA1194,Madhya Pradesh,Bhopal,Industrial Corridor,195.5,421,2,10,87.0,0,0,100.0,5,81.8,47.9,8,0.349,250,262,12,,,0,31.1,Low,23.247899999999998,77.4596,Bhopal Industrial Corridor Corridor (LA1194),Compensation Disbursement,Section 19 (Declaration) Issued,162
LA1195,Bihar,Araria,Highway,65.6,267,4,46,94.7,1,0,100.0,0,100.0,87.6,26,0.239,284,432,148,Notification,Documentation,1,53.3,Medium,26.1702,87.4568,Araria Highway Corridor (LA1195),Possession,Section 19 (Declaration) Issued,185
LA1196,Odisha,Khordha,Railway,155.2,256,3,120,70.1,5,0,73.6,12,68.1,60.0,25,0.196,602,777,175,Notification,Documentation,1,100.0,High,20.1815,85.66720000000001,Khordha Railway Corridor (LA1196),Notification,Section 11 (Preliminary) Issued,391
